Chinese Name,English Name,Description,Location,Date,URL
Bay Woodpecker,Blythipicus pyrrhotis,"A medium-sized woodpecker of dense forests, often encountered only through its song, which sounds like maniacal descending laughter; also gives a loud, high-pitched grating chatter. Bright rufous overall, with black banding on the wings and tail, a paler brown head, and a long, bright yellow bill. Only the male has a red patch on the back of the head. May appear dark brown from a distance or when shaded, but often flashes bright orange when in flight. Drums infrequently, if at all.由MERLIN技術支援",Hong Kong,7日 6月 2025年,https://ebird.org/species/baywoo1/HK
白腹海鵰,Icthyophaga leucogaster,灰白雙色的巨型猛禽，盤旋時翅膀上揚成明顯V字型。飛行時，注意翼下的黑白雙色，短尾。幼鳥偏褐色，可能會跟楔尾鵰搞混，但白尾海鵰幼鳥尾巴短且色淺。棲息於沿海地帶以及河口、內陸的水域。由MERLIN技術支援,"Sai Kung Harbour, Hong Kong",7日 6月 2025年,https://ebird.org/species/wbseag1/HK
鳳頭蒼鷹,Lophospiza trivirgata,強健的森林性猛禽，尤其偏好丘陵地的樹林。後頭的短冠通常低伏，不易見。成鳥頭灰色，翅膀褐色，腹面白色帶橙褐色橫紋，喉部有黑縱紋。未成鳥似成鳥，但紋路較不明顯，頭褐色，腹面有斑點。相較其他雀鷹屬猛禽，鳳頭蒼鷹飛行時顯得較結實、尾部相對較短。成鳥飛行時，在尾巴兩側可見蓬鬆的白色羽簇。由MERLIN技術支援,"Tai Lam Country Park (Eco Garden), Hong Kong",7日 6月 2025年,https://ebird.org/species/cregos1/HK
Chinese Grassbird,Graminicola striatus,"A seldom seen and poorly understood shy, streaky, brown babbler. Stays low and hidden in tall grassy and reedy vegetation within fields and wetlands. Brown above with a pale breast and a long tail. The crown and back are streaked with black, giving it the appearance of an overgrown cisticola, but the distinctive patch of black-and-white streaking on the nape is unlike that of any warbler. Appears singly and in pairs.由MERLIN技術支援","Tai Mo Shan, Hong Kong",7日 6月 2025年,https://ebird.org/species/chigra1/HK
紅嘴相思鳥,Leiothrix lutea,"A plump, brightly colored babbler of dense forest understory. The yellow-orange breast and red bill are distinctive. The tail feathers have a peculiar outward curve near the tip. The song is a somewhat disjointed series of melodious phrases; calls include harsh scolding, chattering, and a repeated “peter-peter”. Native to Asia, from the eastern China west to the Himalayas; introduced to Hawaii, Japan, Reunion Island, and parts of Europe.由MERLIN技術支援","Tai Mo Shan, Hong Kong",7日 6月 2025年,https://ebird.org/species/reblei/HK
大花鷚,Anthus richardi,大型，結實，幾乎像鶇科鳥類一樣的鷚屬鳥種，有大嘴，長而蒼白的眉毛和長尾。如果停在地面上，非常大的後爪及長腿很明顯。飛行動作強勁有力，沉重且跳躍。受驚嚇飛起時，發出“ pshee”聲。見於開闊的草原，茬地，農田，沙丘和鹽沼。與其他大型鷚屬鳥種區分開可能很難。注意叫聲和翅膀圖案。由MERLIN技術支援,"Tai Mo Shan, Hong Kong",7日 6月 2025年,https://ebird.org/species/ricpip1/HK
赤褐蝗鶯,Locustella mandelli,"This mouse-like bush warbler skulks deeply in thickets and shrubbery, seldom exposing more than one part of its body at once except when singing. Brown overall with few distinguishing features; lighter, warmer brown overall than Brown Bush Warbler, with a whiter throat and belly. Favors fairly open brushy edge habitats with tangles and thickets of dense vegetation; can be found in overgrown cultivation and field edges. Belts out a song starting with a buzzing introductory note, which is followed by a series of paired ticks.由MERLIN技術支援","Tai Mo Shan, Hong Kong",6日 6月 2025年,https://ebird.org/species/rubwar1/HK
黃足鷸,Tringa brevipes,中型灰色濱鳥，中等長度直直的嘴。與美洲黃足鷸相似，但白眉更寬，在前額嘴上方連起來。僅在繁殖季出現的體下深色條紋比美洲黃足鷸更細也更淡，且通常不會延伸到尾下覆羽。夏威夷群島罕見的遷徙鳥和冬季過境鳥。最常見的呼叫是兩個音符“吐咿-吐咿-”，但也會發出類似美洲黃足鷸的顫音，特別是當警戒時。由MERLIN技術支援,"Tung Chung Canal and River, Hong Kong",6日 6月 2025年,https://ebird.org/species/gyttat1/HK
方尾烏鵑,Surniculus lugubris,小型、苗條的杜鵑，跟大卷尾很像，但比較小隻，嘴有點下彎。成鳥黑色，尾下有白色橫紋；幼鳥尾較短，羽色灰黑，翅膀跟 腹側有白斑點。相當文靜而不好動，棲息在灌叢的糾結植群和低地及丘陵林地的邊緣地帶，不容易觀察到。鳴唱聲是洪亮大聲、快速上升的連串哨聲。由MERLIN技術支援,"Tai Po Kau Nature Reserve, Hong Kong",6日 6月 2025年,https://ebird.org/species/asidrc3/HK
橙頭地鶇,Geokichla citrina,"Brightly-colored ground-dwelling thrush. Bright orange head, breast, and belly are unmistakable. Some subspecies have two broad black crescents on the sides of the face. Hops about foraging in the leaf litter in forested areas, often in wet gullies and ravines. Beautiful song is composed of well-spaced strophes of warbling and buzzy notes.由MERLIN技術支援",Hong Kong,6日 6月 2025年,https://ebird.org/species/orhthr1/HK
Brown Fish-Owl,Ketupa zeylonensis,"Huge bulky brown owl with a finely streaked breast, a plain face, and bright yellow eyes. Also note its dirty white “bib” and the heavy brow that gives it a moody demeanor. Inhabits waterside wooded areas from lowlands up into the mountains; feeds by dropping down into and wading around in creeks, lakes, and pools. Often gives deep echoing hoots, as well as various shrieks and higher-pitched hoots.由MERLIN技術支援",Hong Kong,5日 6月 2025年,https://ebird.org/species/brfowl1/HK
燕隼,Falco subbuteo,稀有過境鳥。喜愛開闊林地、灌叢地、帶有雜木林的農地，常於水域及沼澤附近獵食。非常具有流線型，似大型雨燕；飛行姿態比紅隼優雅且更有流線感。在空中獵捕蜻蜓、燕子和其他小鳥，有時就在空中進食。背面灰色，尾巴樸素，腹面有粗縱紋，雙腿至尾下鏽紅色。遊隼跟燕隼比起來體型較大、較壯，尾巴比例較短。由MERLIN技術支援,Hong Kong,4日 6月 2025年,https://ebird.org/species/eurhob/HK
反嘴鴴,Recurvirostra avosetta,引人注目且基本不會辯錯，有著優雅的體型，顯眼的雜色羽毛，長長的灰藍色腿，及長而纖細的且向上彎曲的嘴。雌鳥嘴的彎曲幅度更大。常小群集體繁殖; 築巢的鳥非常吵鬧。非繁殖群體局部數量上數百。在淺水中跋涉覓食，將其嘴橫向掃動。最常見於沿海濕地和鹹水潟湖和河口，但也會出現在內陸，特別是在大型湖泊上或附近。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/pieavo1/HK
灰斑鴴,Pluvialis squatarola,相當大的濱鳥，短而粗壯的嘴。 在繁殖季，有醒目的黑色臉部和腹部，體上為顯眼的黑白格子。 在非繁殖季，為更均勻的單調灰色和白色腹部。 在海灘和泥灘，漫步或跑步，不動及啄食表面來覓食。 冬季最常見於沿海地區。 在北極苔原上繁殖。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/bkbplo/HK
蒙古鴴,Anarhynchus mongolus,小型涉禽有著灰色背部和白色下部。 繁殖期雄鳥胸部變為紅色，並延伸到前額及頸後。 雌鳥和非繁殖期成鳥（相應部位）無紅色。常與鐵嘴鴴混淆，但可通過其較小的體型和嘴來區分，儘管這有可能相當難以判斷，除非兩個物種同時存在。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/lessap2/HK
鐵嘴鴴,Anarhynchus leschenaultii,小型涉禽有著灰色背部和白色下部。 繁殖期雄鳥胸部變為紅色，並延伸到前額及頸後。 雌鳥和非繁殖期成鳥（相應部位）無紅色。常與蒙古鴴混淆，但可通過其較大的體型和較厚重較長的嘴來區分，相當難以判斷，除非兩個物種同時存在。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/grsplo/HK
東方環頸鴴,Anarhynchus alexandrinus,小而淡色的鴴，有不連續的黑色頸線，體上灰褐色，腿灰色，及相當細的黑色嘴。 繁殖羽有黑色面具（TW野鳥圖鑑：過眼線）和胸部兩側的黑色胸帶（不完整的帶）。 非繁殖羽以褐色代替黑色。 主要棲於沿海，沙灘，乾燥的泥灘和鹽池，通常靠近水； 也在局部地區棲於內陸。 遷移時會加入其他濱鳥混群。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/kenplo1/HK
中杓鷸,Numenius phaeopus,大型，褐色濱鳥，有長而下彎的嘴。中等褐色羽毛，頭部有獨特的條紋，冷褐色（不是暖黃褐色）身體和翅膀。喜歡沿海草本沼澤和泥灘；有時棲息於海灘。常與其他大型濱鳥混群。會發出一長串短而尖銳的口哨聲。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/whimbr/HK
黦鷸,Numenius madagascariensis,這種非常大的杓鷸屬鳥類揮動著一個不尋常的似彎刀的嘴，用於從深洞中捉取無脊椎動物。通常中小群在大片的泥灘上活動。與大杓鷸類似，但羽色溫暖得多，有淡褐色（非白色）腰和密集條紋的翼下覆羽，與大杓鷸的無條紋的白色翼下覆羽不同。叫聲類似於大杓鷸，但音調更深。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/faecur/HK
大杓鷸,Numenius arquata,見於各種開闊棲息地的彎刀嘴大型濱禽。 注意大體型，整體褐色羽毛和長而下彎的嘴（亞成鳥嘴明顯較短）。 在飛行中可見背部白斑，翼下覆羽大多白色。時常發出類似“coor-lee” 的叫聲。與之 相比，較小且有頭部條紋的中杓鷸，及在東亞和澳大利亞的黦鷸（有淡黃褐色腰部和密集條紋的翼下覆羽），是發出笛聲般的哨音。 主要在草原上繁殖，包括沿海草本沼澤到高地沼澤； 冬季主要在沿海低地，特別是泥灘和鄰近的沼澤。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/eurcur/HK
反嘴鷸,Xenus cinereus,春季和秋季非常罕見的遷徙鳥（會迷途到英國）；主要在俄羅斯繁殖。在各種濕地棲息地單獨活動，從淡水草本沼澤到潮汐泥灘，且常與其他濱鳥分開。在昆蟲後小跑追逐及用嘴在泥濘中探索覓食，像迷你版的斑尾鷸或黑尾鷸。注意長而略微上翹的嘴和相當短的橙黃色腿。羽色整體灰色，白色腹部，但在飛行中可見明顯的翅膀白色後緣。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/tersan/HK
赤足鷸,Tringa totanus,有亮紅色腿的敦實褐色涉禽；亞成鳥和非繁殖成鳥羽色與更纖細，修長很多的鶴鷸類似。通常相當警惕，用其響亮，笛音般的哨音警告其他鳥類。緊張時上下擺動尾巴，然後飛走，飛行中可見耀眼的白色翼後緣和白腰。在泥濘的淺灘中覓食，用嘴探索和啄食。棲於淡水和沿海濕地；也在高地荒野上繁殖，通常靠近水。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/comred1/HK
諾氏鷸,Tringa guttifer,稀少且數量在下降的大型濱鳥，僅分布於東亞和東南亞的沿海草本沼澤和泥灘。與青足鷸相似，看上去更結實，更頑固，腿較短且嘴較粗。繁殖期成鳥體上主要灰色，體下白，在胸部和體上兩側有密集斑點，非繁殖期成鳥體上珍珠灰色，體下雪白。雙色嘴基部為橄欖綠色，尖端變暗。叫聲獨特，通常是單鼻音，而不是青足鷸的圓潤“tu-tu-tu！”聲。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/norgre1/HK
大濱鷸,Calidris tenuirostris,中型，敦實的濱鳥在其遷移時幾乎僅見於沿海泥灘，很少在內陸。成鳥繁殖羽有磚橙色的翼上斑塊，黑色背部和黑色斑點的胸部。非繁殖成鳥和亞成鳥羽色較單調，體上灰褐色，體下白色，頸部和胸上部有灰色斑點。較小的紅腹濱鷸非繁殖羽淡很多，且有較短的嘴。飛行時發出尖銳，口哨音“kweet-kweet”。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/grekno/HK
寬嘴鷸,Calidris falcinellus,小而奇特的鷸科鳥類，短腿，長而細且尖端下彎的嘴。體上深色，與體下白色和胸部條紋形成鮮明對比。看上去偷偷摸摸的，覓食動作緩慢。被驚嚇飛起時，飛得很低且通常很短。顯眼的頭部圖案，在所有季節都很明顯，是與其他冬季羽色的鳥區分開來的最好特徵。在針葉林泥炭沼澤繁殖，通常在遷徙和度冬時棲於海岸和河口。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/brbsan/HK
紅胸濱鷸,Calidris ruficollis,棲於內陸和沿海濕地及河口的一種非常小的濱鳥。繁殖期成鳥頭部是由深色點圍繞的鮮豔橙色（與圖鑑的圖不一致）（不像小濱鷸橙色內部沒有深色），翼上覆羽亮橙色有金色調。非繁殖成鳥體上灰色，體下蒼白；亞成鳥類似但體上有較濃郁的灰褐色及淡而整齊的羽毛邊緣。飛行時叫聲是高而刺耳的“krreeet”。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/rensti/HK
小燕鷗,Sternula albifrons,外觀小巧纖細的燕鷗。主要在沿海地區活動，也出現在內陸。繁殖羽有黑色頭頂，V字型白色前額，黃色喙黑嘴尖。雖然度冬成鳥與(普通)燕鷗外型近似容易混淆，但很容易從較小的體型來辨識；注意觀察從肩部延伸到翼尖的黑色條紋。在海灘、河岸及湖岸的沙質和岩質基質上建立繁殖巢區，有時與其他燕鷗一起。容易被忽視，除非在巢區發出吵鬧聲或出現圍攻行為。飛行時拍翅快而深；射入水中捕捉小魚。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/litter1/HK
白翅黑燕鷗,Chlidonias leucopterus,普遍至局部普遍，夏季從位於熱帶地區的度冬地遷徙到歐洲東部及俄羅斯（歐洲西部為罕見的迷鳥）。像黑浮鷗一樣，在水面捕食，而不像典型的燕鷗一樣射入水中。白翅黑燕鷗的繁殖成鳥在飛行時十分顯眼，有對比鮮明的黑白羽毛；停棲時注意白色肩部與黑色身體的鮮明對比。幼鳥可以由暗色背部與較淡的翅膀及白色腰部的鮮明對比，以及肩上的黑色標記而與黑浮鷗區分出來。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/whwter/HK
唐白鷺,Egretta eulophotes,中型白鷺。繁殖期成鳥有亮藍色眼先裸皮，偏粉紅的橙色嘴，頭部，頸部和背部有長飾羽。非繁殖期成鳥無飾羽，且有暗綠色腿和嘴。非繁殖鳥可能與小白鷺混淆，但小白鷺有更細的嘴，更長，更細的腿，且通常是亮黃色腳。繁殖時在岩島和岩岸線間移動；在紅樹林，河口和泥灘度冬。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/chiegr/HK
黑翅鳶,Elanus caeruleus,相當獨特的小型鳶，外型似隼。腹面淺色，背面藍灰色，由黑色覆羽形成的黑色「肩部」相當醒目。幼鳥背面有鱗狀斑，胸部帶褐色調。棲息環境包括開闊莽原、半沙漠以及散布著樹林的農地。飛行方式多變，時而像紅隼般定點振翅，時而像澤鵟般滑翔，但拍翅幅度大、滑翔時雙翅往上舉。在臺灣，近年族群量有擴張趨勢。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/bkskit1/HK
絲光椋鳥,Spodiopsar sericeus,田野、公園和農地裡的群居大型椋鳥。雌雄成鳥對比強烈且分界明顯的白頭在同域的椋鳥中是獨一無二的。雌鳥比雄鳥樸素，但都有灰色的身體和帶有白斑的黑色翅膀。幼鳥整體呈褐色，臉部白。冬季時集結成龐大群體，常與灰椋鳥一起。由MERLIN技術支援,"Mai Po Nature Reserve, Hong Kong",4日 6月 2025年,https://ebird.org/species/rebsta1/HK
燕鷗,Sterna hirundo,開闊海域、海灘和大型湖泊可見的中型燕鷗。成鳥紅色喙黑嘴尖，身體淺灰色而頭頂黑色。一齡鳥只有頸背有部分黑色，外側初級飛羽深色，還有深色肩部。相似於加拿大燕鷗、北極燕鷗和紅燕鷗。可以全灰的翅膀背面與加拿大燕鷗繁殖羽做區分(用最外側飛羽黑色來辨識更準確吧?)；加拿大燕鷗非繁殖羽耳旁有黑色斑。相較於體色較淺的北極燕鷗，嘴喙較長而尾羽較短。相較亮白色的紅燕鷗，尾羽較短而整體顏色較暗。常大群活動，尤其在夏末。發出刺耳的尖叫聲「KEEE-yurrrr」。由MERLIN技術支援,"Mai Po--Tam Kon Chau Road, Hong Kong",4日 6月 2025年,https://ebird.org/species/comter/HK
Pale Blue Flycatcher,Cyornis unicolor,"A rather large flycatcher, usually found sitting still on a branch in the middle levels of dense forests. Male is pale blue overall with a pale gray belly. Immature Verditer Flycatcher can be similar, but is a greener shade of blue, has a pale eyering, and shows pale barring on the vent. Female Pale Blue Flycatcher is gray-brown with a white throat and belly and a slight ruddy tint to the tail; her general lack of warm coloration and size help distinguish her from other female flycatchers.由MERLIN技術支援","Tai Lam Country Park, Hong Kong",4日 6月 2025年,https://ebird.org/species/pabfly2/HK
普通夜鷹,Caprimulgus jotaka,隱秘的夜行性鳥類。主意其銀灰及棕褐的羽色；細緻的花紋較林夜鷹更為獨特。停息於地面及樹枝上。繁殖於茂密樹林間的開闊地區及山脊上。冬季棲息於類似生境但也可出現在林緣及灌木叢等更開闊的地區。鳴唱為一系列“biu，biu”聲，似卡通中激光槍發出的聲音。由MERLIN技術支援,"Wonderland Villas, Hong Kong",3日 6月 2025年,https://ebird.org/species/grynig1/HK
南亞夜鷹,Caprimulgus affinis,保護色非常好的夜行性鳥類，經常棲息於布滿石礫的河床，以及草地、屋頂或路邊等開闊地。有時會成鬆散的小群棲息。在其分布區內，某些地區的南亞夜鷹相當適應都市環境，常可在城鎮發現。羽色為雜亂的灰褐色斑紋，相較於其他夜鷹，身上白色較少；僅雄鳥在翅膀末端有小片白斑。最常因為其獨特的叫聲而被人發現，高亢的「追－追」聲會不斷重複鳴叫。由MERLIN技術支援,Hong Kong,3日 6月 2025年,https://ebird.org/species/savnig1/HK
紅領綠鸚鵡,Psittacula krameri,常在林地、公園、庭園中出現，主要在樹上覓食的鮮豔亮綠色鸚鵡。在洞穴中營巢，包括建築物的孔洞。如果安靜時容易被忽略，因為亮綠色的羽毛容易融入樹葉中。請注意極長的修長尾羽、亮紅色的嘴喙；雄鳥有狹窄的黑色及玫瑰紅色的頸環。與體型較大的亞歷山大鸚鵡非常相似，其兩肩上有酒紅色的斑點。如同其他長尾小鸚鵡一樣，嘈雜且群居，常會形成吵鬧的群體。原產於非洲及南亞，被引進歐洲及日本。由MERLIN技術支援,"Kowloon Park, Hong Kong",2日 6月 2025年,https://ebird.org/species/rorpar/HK
褐林鴞,Strix leptogrammica,外觀莊重的大型褐色貓頭鷹，眼睛深黑色。在其廣闊的分布區內體色多變，但黑色輪廓的淡色臉部、翅膀和腹部的細細條紋、眼睛周圍的黑色斑塊是不變的。翅膀有時有一或兩條長的淡色條紋。沒有斑點林鴞翅膀的白色斑點和頭部的條紋。棲息在低地和山區森林以及林緣。發出短促而大聲的呼呼聲。由MERLIN技術支援,"Tai Po Kau Nature Reserve, Hong Kong",1日 6月 2025年,https://ebird.org/species/brwowl1/HK
栗耳鳳眉,Staphida torqueola,"A medium-sized, crested bird of both hilly and lowland forests. Brownish above and white below, with a white throat and brown cheeks. A gregarious species, frequently seen foraging at lower and middle levels in both single-species and mixed flocks. Chatters loudly when flocking, and also gives a series of sweet-sounding two-note calls. In far southwestern China and northeastern India, it is replaced by the extremely similar Striated Yuhina, which has richer, more extensive rufous on the nape and cheeks.由MERLIN技術支援","Kadoorie Farm and Botanic Garden, Hong Kong",1日 6月 2025年,https://ebird.org/species/indyuh1/HK
短尾賊鷗,Stercorarius parasiticus,纖細的海鷗般的海鳥；三種賊鷗裡算中等大小。北極苔原上繁殖；在海上度過其他時間。難以與其他賊鷗區分。繁殖期成鳥有長而尖的尾巴（不像長尾賊鷗那麼長）。羽色有全暗的黑褐色，也有較淡色型，白色腹部和頸部兩側偏黃。亞成鳥也有不同色型，但通常是暖褐色，翅膀上有肉桂色條紋。翼下覆羽和尾下覆羽的條紋比中賊鷗淡。形狀和飛行風格介於中賊鷗和長尾賊鷗之間。通常在六到八根外側飛羽上有白羽軸，比長尾賊鷗多，但比中賊鷗少。嘴相對長而纖細。所有的賊鷗追逐其他鳥類並偷走他們的食物。由MERLIN技術支援,Hong Kong,1日 6月 2025年,https://ebird.org/species/parjae/HK
鳳頭燕鷗,Thalasseus bergii,一種優雅的大型燕鷗，有非常長的檸檬黃色嘴喙。黑色頭頂不會延伸至喙。幼鳥為鱗片狀花紋，背部和翅膀上有較多黑色。相似的小鳳頭燕鷗體型較小，繁殖羽的黑色頭頂延伸至喙。沿海岸及河口活動；很少深入內陸或淡水池塘／潟湖。由MERLIN技術支援,Hong Kong,1日 6月 2025年,https://ebird.org/species/grcter1/HK
白腹鰹鳥,Sula leucogaster,大型的近岸海鳥，經常見於太平洋的海灘地帶，有時甚至飛進碎浪帶。通常會以小角度俯衝入海，比起藍腳鰹鳥俯衝時更加接近水面。在離島的繁殖場繁殖，築巢於地面。頭、頸及背面純褐色，但北美太平洋岸的亞種其雄成鳥的頭偏白色，頸部也常整個偏白。成鳥有著界線明確的白色腹部，未成鳥則是斑駁程度不一的褐色腹部，看起來不太會呈現整片純褐色。由MERLIN技術支援,Hong Kong,1日 6月 2025年,https://ebird.org/species/brnboo/HK
黑喉噪眉,Pterorhinus chinensis,光滑而有亮澤的灰色噪鶥科鳥種，臉頰有白斑，黑色臉和喉嚨；海南亞種的身體呈褐色，沒有白斑。在地面覓食，常在茂密的灌木叢中翻動葉子和樹枝發出嘈雜的聲音，以趕出無脊椎動物。通常成對或成小群出現。嘈雜且愛出聲；歌聲優美的歌手，鳴唱豐富溫柔婉轉，且常在其中熟練地穿插結合其他物種的聲音。由MERLIN技術支援,N/A,N/A,https://ebird.org/species/bltlau1/HK
白腰鵲鴝,Copsychus malabaricus,一種像鶇的鳥，尾巴長而漸寬。雄鳥背部有光澤，胸腹部則是飽滿的栗紅色。雌鳥外型相似但較灰褐色。幼鳥是紅褐色有銹紅色的翼帶。白腰鵲鴝幼鳥可能被誤認為蚋鶲未熟鳥(只產在夏威夷，一定要跟牠類比嗎？)，但體型更大、尾長，且腳是粉紅色。出現在森林、公園和庭院中。鳴唱聲是各式各樣一連串響亮的口哨聲和笛聲，常混雜模仿其他鳥類；不像大陸畫眉有重複的樂句。鳴叫聲是尖銳的「喳」聲。在臺灣為外來種。由MERLIN技術支援,"Ho Chung Valley, Hong Kong",9日 6月 2025年,https://ebird.org/species/whrsha/HK
大八哥(叢八哥),Acridotheres grandis,"A black myna with a spiffy crest. Not actually significantly larger than other dark crested mynas, but the combination of the bright yellow bill, prominent spiky crest, and white vent serve to distinguish it from other similar mynas. Forages in flocks in open areas such as meadows, agricultural fields, and urban parks and gardens, often with other species of mynas and starlings.由MERLIN技術支援","Mai Po Nature Reserve, Hong Kong",5日 6月 2025年,https://ebird.org/species/whvmyn1/HK
九官鳥,Gracula religiosa,"Glossy black myna with bright yellow head wattles. Also note bright candlewax-orange bill and white wing patches that are most apparent in flight. A species of mature humid forest and forest edge, often seen in pairs or small flocks flying between or perched up in tall trees. Famed for its wide repertoire: gives a myriad of screams, squeaks, chirps, and whistles. Threatened by its popularity in the cage bird trade.由MERLIN技術支援",Hong Kong,8日 6月 2025年,https://ebird.org/species/hilmyn/HK
